id	row_type	owner_cluster	player_behavior	source_owners	defs	harmony_patches	bridge_contracts	rw16_touchpoints	rw14_touchpoints	hook_intent	primary_scenario	supporting_scenarios	required_passes	evidence_state	port_delta_state	last_evidence	open_questions	duplicate_guard	notes
BRIDGE.FogAndIncidents	bridge_contract	bridge_tools	physical bridge file with mixed tools now semantically split across fog, special zombies, ticking, incidents and hostility.	Source/BridgeTools/ZombielandBridgeTools.FogAndIncidents.cs	not_applicable	not_applicable	zombieland/fogged_door_spawns_room_zombies;zombieland/fog_blocker_*;zombieland/detonate_suicide_bomber;zombieland/zombie_ticking_*;zombieland/hostility_*	RimBridgeServer.Annotations ToolAttribute	not_applicable	Provide controlled evidence but avoid owning player behavior directly.	H.QUESTS.INCIDENTS;C.SPECIAL.ZOMBIES;C.CORE.ZOMBIE_LOOP;E.HOSTILITY.TARGETING	J.BRIDGE.TOOLS	SOURCE_AUDIT;BRIDGE_TOOL_REVIEW;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	source_only	resolved	source bridge-tool attribute scan 2026-05-31;TEST_COVERAGE.md;scripts/coverage-inventory.sh --bridge-pressure 2026-06-01	Reviewed classification; retain as evidence production only, and fold future one-off probes into generic primitives or named scenario fixtures when practical. The pressure inventory intentionally does not treat this physical file as one behavior family.	Bridge rows own evidence production only; feature/scenario rows own behavior.	Reviewed physical file with 23 tools; semantic bridge-pressure classification splits them into Fog 3, SpecialZombies 12, Hostility 3, Incidents 3, and Core 2.
BRIDGE.Incidents	bridge_contract	bridge_tools	scenario builder mapped to H.QUESTS.INCIDENTS.	Source/BridgeTools/ZombielandBridgeTools.Incidents.cs	not_applicable	not_applicable	zombieland/incident_threat_state actionMode:zombieFreeEvent,zombieFreeAmbientSound,zombieFreeOverlap,zombieFreeReview,zombieFreeSchedule,zombieFreeForecast,zombieFreeHover;zombieland/incident_special_type_spawn_contract	RimBridgeServer.Annotations ToolAttribute	not_applicable	Provide controlled evidence but avoid owning player behavior directly.	H.QUESTS.INCIDENTS	J.BRIDGE.TOOLS	SOURCE_AUDIT;BRIDGE_TOOL_REVIEW;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	source_only	resolved	source bridge-tool attribute scan 2026-05-31;TEST_COVERAGE.md;scripts/coverage-inventory.sh --bridge-summary 2026-06-01	Reviewed classification; retain as evidence production only, and fold future one-off probes into generic primitives or named scenario fixtures when practical.	Bridge rows own evidence production only; feature/scenario rows own behavior.	Reviewed semantic family includes the incident_threat_state scenario fixture, zombie-free silence forecast/runtime review contracts, five physical Incidents-file contracts for scheduling, alert waves, spawn types, child generation and random type weights, plus zombie faction and infected-incident contracts split out of the physical FogAndIncidents file.
BRIDGE.Infection	bridge_contract	bridge_tools	scenario builder mapped to I.INFECTION.MEDICAL.	Source/BridgeTools/ZombielandBridgeTools.Infection.cs	not_applicable	not_applicable	zombieland/infection_medical_state;zombieland/convert_infected_corpse_to_zombie	RimBridgeServer.Annotations ToolAttribute	not_applicable	Provide controlled evidence but avoid owning player behavior directly.	I.INFECTION.MEDICAL	J.BRIDGE.TOOLS	SOURCE_AUDIT;BRIDGE_TOOL_REVIEW;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	source_only	resolved	source bridge-tool attribute scan 2026-05-31;TEST_COVERAGE.md	Reviewed classification; retain as evidence production only, and fold future one-off probes into generic primitives or named scenario fixtures when practical.	Bridge rows own evidence production only; feature/scenario rows own behavior.	Reviewed family with 8 tools covering infection state, workflow, cure, bite application, conversion and cleanup helpers.
BRIDGE.ProjectilesAndArea	bridge_contract	bridge_tools	scenario builder mapped to E.HOSTILITY.TARGETING;F.RENDERING.VISUALS;C.SPECIAL.ZOMBIES.	Source/BridgeTools/ZombielandBridgeTools.ProjectilesAndArea.cs	not_applicable	not_applicable	zombieland/area_workflow_state actionMode:*	RimBridgeServer.Annotations ToolAttribute	not_applicable	Provide controlled evidence but avoid owning player behavior directly.	E.HOSTILITY.TARGETING;F.RENDERING.VISUALS;C.SPECIAL.ZOMBIES	J.BRIDGE.TOOLS	SOURCE_AUDIT;BRIDGE_TOOL_REVIEW;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	source_only	resolved	source bridge-tool attribute scan 2026-05-31;TEST_COVERAGE.md	Reviewed classification; retain as evidence production only, and fold future one-off probes into generic primitives or named scenario fixtures when practical.	Bridge rows own evidence production only; feature/scenario rows own behavior.	Reviewed family with 6 public tools plus a large scenario-internal matrix for area, targeting, projectile, visual, hostility and focused bug-report branches; bug-reports is retained because it proves the raider distance cap and spitter health regression together.
BRIDGE.RimConnect	bridge_contract	bridge_tools	optional integration mapped to K.OPTIONAL.INTEGRATIONS.	Source/BridgeTools/ZombielandBridgeTools.RimConnect.cs	not_applicable	not_applicable	zombieland/rimconnect_*	RimBridgeServer.Annotations ToolAttribute	not_applicable	Provide controlled evidence but avoid owning player behavior directly.	K.OPTIONAL.INTEGRATIONS	J.BRIDGE.TOOLS	SOURCE_AUDIT;BRIDGE_TOOL_REVIEW;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	source bridge-tool attribute scan 2026-05-31;TEST_COVERAGE.md;EV.RUNTIME.RIMCONNECT.ACTIVE_CURRENT;EV.RUNTIME.RIMCONNECT.CONNECTED_STUB	Reviewed classification; retain as evidence production only, and fold future one-off probes into generic primitives or named scenario fixtures when practical.	Bridge rows own evidence production only; feature/scenario rows own behavior.	Reviewed family with 3 optional RimConnect contract tools; all three passed against active local RimConnect commit 6b9c0a0 from ZL_CE_EMPTY_00 and passed again in the connected local-backend run. Keep as evidence production only and prefer generic primitives if new RimConnect cases are needed.
BRIDGE.SoS2	bridge_contract	bridge_tools	scenario fixture mapped to K.OPTIONAL.INTEGRATIONS.	Source/BridgeTools/ZombielandBridgeTools.SoS2.cs	not_applicable	not_applicable	zombieland/sos2_ship_hologram_state	RimBridgeServer.Annotations ToolAttribute;SaveOurShip2 reflected ShipDef/ShipShape/ShipInteriorMod2.GenerateShip	not_applicable	Provide controlled SoS2 ship-generation and hologram evidence without compile-referencing SoS2 types.	K.OPTIONAL.INTEGRATIONS	J.BRIDGE.TOOLS	SOURCE_AUDIT;BRIDGE_TOOL_REVIEW;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved_runtime	EV.RUNTIME.SOS2.SHIP_HOLOGRAM;source bridge-tool attribute scan 2026-06-01	Retain as a named optional-integration scenario fixture because it covers the SoS2 ship-generation and hologram compatibility tail; do not expand it into broad SoS2 gameplay coverage.	Bridge rows own evidence production only; feature/scenario rows own behavior.	The fixture uses reflection to build a minimal SoS2 ShipDef with PawnSpawnerGeneric shapes, invokes the current ShipInteriorMod2.GenerateShip target under deterministic Rand state, and verifies both converted/generate zombie counts and SoSHologram exclusion semantics.
BRIDGE.Settings	bridge_contract	bridge_tools	scenario builder mapped to B.SETTINGS.WORLD_DEFAULTS.	Source/BridgeTools/ZombielandBridgeTools.Settings.cs	not_applicable	not_applicable	zombieland/settings_state	RimBridgeServer.Annotations ToolAttribute	not_applicable	Provide controlled evidence but avoid owning player behavior directly.	B.SETTINGS.WORLD_DEFAULTS	J.BRIDGE.TOOLS	SOURCE_AUDIT;BRIDGE_TOOL_REVIEW;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	source_only	resolved	source bridge-tool attribute scan 2026-05-31;TEST_COVERAGE.md	Reviewed classification; retain as evidence production only, and fold future one-off probes into generic primitives or named scenario fixtures when practical.	Bridge rows own evidence production only; feature/scenario rows own behavior.	Reviewed single-tool settings fixture covering modal state, persistence, workgiver fanout and colonist toggles.
BRIDGE.Social	bridge_contract	bridge_tools	narrow contracts mapped to K.SOCIAL.SELECTION.	Source/BridgeTools/ZombielandBridgeTools.Social.cs	not_applicable	not_applicable	zombieland/contamination_social_transfer_contract	RimBridgeServer.Annotations ToolAttribute	not_applicable	Provide controlled evidence but avoid owning player behavior directly.	K.SOCIAL.SELECTION	J.BRIDGE.TOOLS	SOURCE_AUDIT;BRIDGE_TOOL_REVIEW;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	source_only	resolved	source bridge-tool attribute scan 2026-05-31;TEST_COVERAGE.md	Reviewed classification; retain as evidence production only, and fold future one-off probes into generic primitives or named scenario fixtures when practical.	Bridge rows own evidence production only; feature/scenario rows own behavior.	Reviewed family with 6 tools for social thought suppression, death thoughts, selection, health/needs upkeep and corpse alert behavior.
BRIDGE.SpecialGauntlet	bridge_contract	bridge_tools	scenario fixture mapped to C.SPECIAL.ZOMBIES.	Source/BridgeTools/ZombielandBridgeTools.SpecialGauntlet.cs	not_applicable	not_applicable	zombieland/special_gauntlet_state	RimBridgeServer.Annotations ToolAttribute	not_applicable	Provide reusable special-zombie scenario evidence without owning player behavior directly.	C.SPECIAL.ZOMBIES	J.BRIDGE.TOOLS;S-Special-Gauntlet	SOURCE_AUDIT;BRIDGE_TOOL_REVIEW;CONTRACT_RUNTIME;SCENARIO_RUNTIME;SAVE_LOAD;VISUAL_UI;LOG_CLEAN	source_only	resolved	source bridge-tool attribute scan 2026-06-01;TEST_COVERAGE.md special-gauntlet evidence;coverage-inventory.sh --bridge-tools	Retain as a named scenario fixture because it stages all common special zombies together; prefer adding action modes over new one-off special-zombie endpoints.	Bridge rows own evidence production only; feature/scenario rows own behavior.	Single-tool scenario fixture with setup/effects/read modes for S-Special-Gauntlet; existing evidence owns the behavior under C.SPECIAL.ZOMBIES and visual rows, while this row only accounts for the bridge family.
BRIDGE.SpecialZombies	bridge_contract	bridge_tools	narrow contracts mapped to C.SPECIAL.ZOMBIES.	Source/BridgeTools/ZombielandBridgeTools.SpecialZombies.cs;Source/BridgeTools/ZombielandBridgeTools.FogAndIncidents.cs	not_applicable	not_applicable	zombieland/emp_electrifier;special zombie contracts	RimBridgeServer.Annotations ToolAttribute	not_applicable	Provide controlled evidence but avoid owning player behavior directly.	C.SPECIAL.ZOMBIES	J.BRIDGE.TOOLS	SOURCE_AUDIT;BRIDGE_TOOL_REVIEW;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	source_only	resolved	source bridge-tool attribute scan 2026-05-31;TEST_COVERAGE.md;scripts/coverage-inventory.sh --bridge-summary 2026-06-01	Reviewed classification; retain as evidence production only, and fold future one-off probes into generic primitives or named scenario fixtures when practical.	Bridge rows own evidence production only; feature/scenario rows own behavior.	Reviewed semantic family with 28 narrow-contract tools: 16 physical SpecialZombies-file tools covering albino, dark slimer, tanky, miner, genes/skin, tar smoke, position side effects and chainsaw repair branches, plus 12 special-zombie tools split out of the physical FogAndIncidents file.
BRIDGE.UninstallHygiene	bridge_contract	bridge_tools	scenario fixture mapped to M.UNINSTALL.HYGIENE.	Source/BridgeTools/ZombielandBridgeTools.UninstallHygiene.cs	not_applicable	not_applicable	zombieland/uninstall_hygiene_state	RimBridgeServer.Annotations ToolAttribute;GameDataSaveLoader.SaveGame;save XML reference scan	not_applicable	Provide reusable uninstall/save-scrub evidence without owning save hygiene behavior directly.	M.UNINSTALL.HYGIENE	J.BRIDGE.TOOLS;S-Uninstall-Hygiene	SOURCE_AUDIT;BRIDGE_TOOL_REVIEW;CONTRACT_RUNTIME;SCENARIO_RUNTIME;SAVE_LOAD;LOG_CLEAN	source_only	resolved	source bridge-tool attribute scan 2026-06-01;TEST_COVERAGE.md uninstall hygiene evidence;EV.RUNTIME.UNINSTALL.NO_ZL_LOAD	Retain as a named scenario fixture because it creates, reads, and scrubs durable save files; avoid duplicating its save-copy behavior in generic bridge helpers.	Bridge rows own evidence production only; feature/scenario rows own behavior.	Single-tool scenario fixture for setup/read/remove modes around ZL_Uninstall_Hygiene_source.rws and ZL_Uninstall_Hygiene_no_zl.rws; behavior remains owned by M.UNINSTALL.HYGIENE.
BRIDGE.WallPush	bridge_contract	bridge_tools	narrow wall-pressure contracts mapped to J.BUILDINGS.ITEMS;D.PATHING.DOOR_AVOIDANCE.	Source/BridgeTools/ZombielandBridgeTools.WallPush.cs	not_applicable	not_applicable	wall push contracts if present	RimBridgeServer.Annotations ToolAttribute	not_applicable	Provide controlled evidence but avoid owning player behavior directly.	J.BUILDINGS.ITEMS;D.PATHING.DOOR_AVOIDANCE	J.BRIDGE.TOOLS	SOURCE_AUDIT;BRIDGE_TOOL_REVIEW;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	source_only	resolved	source bridge-tool attribute scan 2026-05-31;TEST_COVERAGE.md	Reviewed classification; retain as evidence production only, and fold future one-off probes into generic primitives or named scenario fixtures when practical.	Bridge rows own evidence production only; feature/scenario rows own behavior.	Reviewed family with 3 tools; stale historical/empty classification was wrong.
PATCH.Pawn_DrawTracker_Constructor_Patch	patch	rendering	Harmony patch Pawn_DrawTracker_Constructor_Patch must preserve its semantic hook intent.	Source/CustomPawnState.cs	not_applicable	Pawn_DrawTracker_Constructor_Patch	see owning feature/scenario row	Verse.Pawn_DrawTracker..ctor(Pawn pawn)	unknown	Custom draw tracker state and infection render support.	F.RENDERING.VISUALS	S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT;RW14_RW16_SEMANTIC_DIFF;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	EV.STATIC.RENDER_DRAWTRACKER_STATE;TEST_PATCH_AUDIT.md row Source/CustomPawnState.cs:16;TEST_COVERAGE.md visual-support	No open custom draw-tracker state gap remains; rerun only if Pawn_DrawTracker constructor, leaner ownership, or CustomPawnState storage changes.	Patch row owns target shape and hook intent only; player flow belongs to F.RENDERING.VISUALS.	RimWorld 1.6 keeps the same Pawn_DrawTracker(Pawn) constructor and still creates a plain PawnLeaner before renderer/UI support, adding only water ripple and seeded Y offset after shared 1.4 fields; runtime visual-support evidence proves human CustomPawnState and zombie ZombieLeaner behavior.
PATCH.Pawn_EquipmentTracker_YieldGizmos_Patch	patch	ui	Harmony patch Pawn_EquipmentTracker_YieldGizmos_Patch must preserve its semantic hook intent.	Source/Patches.cs;Source/Chainsaw.cs;Defs/Zombie_Things.xml	not_applicable	Pawn_EquipmentTracker_YieldGizmos_Patch	see owning feature/scenario row	Pawn_EquipmentTracker.<GetGizmos>g__YieldGizmos|30_0;Pawn_EquipmentTracker.GetGizmos;CompEquippable.CompGetEquippedGizmosExtra	unknown	Expose chainsaw gizmos from the equipment verb-yield path while accounting for RimWorld 1.6's new equipped-extra prelude.	J.BUILDINGS.ITEMS	S-Source-Patch-Audit	SOURCE_AUDIT;RW16_TARGET_AUDIT;RW14_RW16_SEMANTIC_DIFF;CONTRACT_RUNTIME;SCENARIO_RUNTIME;LOG_CLEAN	contract_runtime	resolved	EV.STATIC.CORE_CLOSURE_GIZMOS_ATTACK;TEST_PATCH_AUDIT.md row Source/Patches.cs:700;S-Defense-Room list_selected_gizmos	The 1.6 equipped-extra prelude is negative-space only for Zombieland's chainsaw path unless future chainsaw defs add a CompEquippableAbilityReloadable-style equipped-extra provider.	Patch row owns target shape and hook intent only; chainsaw player flow belongs to J.BUILDINGS.ITEMS and S-Defense-Room.	Decompiler confirmed the generated YieldGizmos target still exists with optional preferredHotKey; 1.6 GetGizmos added PrimaryEq.CompGetEquippedGizmosExtra before CanShowEquipmentGizmos, but Core CompEquippable returns empty and the only current override is dev-only ability reloadable. Zombieland chainsaw commands still come from Chainsaw.GetGizmos through the patched yield path.
